Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, ILS, 
03 June 2016, 1.1154, 121.47, 1.9558, 27.025, 7.4382, 0.77285, 312.44, 4.3861, 4.5188, 9.2605, 1.1050, 9.2853, 7.4958, 74.9088, 3.2902, 1.5397, 3.9973, 1.4594, 7.3468, 8.6683, 15146.02, 75.0110, 1322.41, 20.8803, 4.6261, 1.6287, 51.821, 1.5351, 39.719, 17.3778, 4.3239, 
